Date,Price
2018-05-22,80.4200000000000017053025658242404460906982421875
2018-05-23,78.68999999999999772626324556767940521240234375
2018-05-24,78.900000000000005684341886080801486968994140625
2018-05-25,76.599999999999994315658113919198513031005859375
2018-05-29,74.5100000000000051159076974727213382720947265625
2018-05-30,75.8900000000000005684341886080801486968994140625
2018-05-31,76.4500000000000028421709430404007434844970703125
2018-06-01,74.5400000000000062527760746888816356658935546875
2018-06-04,73.409999999999996589394868351519107818603515625
2018-06-05,72.909999999999996589394868351519107818603515625
2018-06-06,73.2300000000000039790393202565610408782958984375
2018-06-07,75.2300000000000039790393202565610408782958984375
2018-06-08,75.1099999999999994315658113919198513031005859375
2018-06-11,74.5799999999999982946974341757595539093017578125
2018-06-12,74.8599999999999994315658113919198513031005859375
2018-06-13,75.06999999999999317878973670303821563720703125
2018-06-14,74.7699999999999960209606797434389591217041015625
2018-06-15,72.0199999999999960209606797434389591217041015625
2018-06-18,74.8700000000000045474735088646411895751953125
2018-06-19,74.9200000000000017053025658242404460906982421875
2018-06-20,74.25
2018-06-21,72.8700000000000045474735088646411895751953125
2018-06-22,73.6700000000000017053025658242404460906982421875
2018-06-25,72.81999999999999317878973670303821563720703125
2018-06-26,73.5799999999999982946974341757595539093017578125
2018-06-27,76.090000000000003410605131648480892181396484375
2018-06-28,76.2600000000000051159076974727213382720947265625
2018-06-29,77.43999999999999772626324556767940521240234375
2018-07-02,76.7099999999999937472239253111183643341064453125
2018-07-03,75.8700000000000045474735088646411895751953125
2018-07-04,76.9899999999999948840923025272786617279052734375
2018-07-05,77.090000000000003410605131648480892181396484375
2018-07-06,74.9800000000000039790393202565610408782958984375
2018-07-09,77.0799999999999982946974341757595539093017578125
2018-07-10,77.7999999999999971578290569595992565155029296875
2018-07-11,75.349999999999994315658113919198513031005859375
2018-07-12,72.1099999999999994315658113919198513031005859375
2018-07-13,74.1099999999999994315658113919198513031005859375
2018-07-16,71.030000000000001136868377216160297393798828125
2018-07-17,70.8700000000000045474735088646411895751953125
2018-07-18,70.5199999999999960209606797434389591217041015625
2018-07-19,71.93999999999999772626324556767940521240234375
2018-07-20,71.9899999999999948840923025272786617279052734375
2018-07-23,73.4500000000000028421709430404007434844970703125
2018-07-24,73.530000000000001136868377216160297393798828125
2018-07-25,73.6700000000000017053025658242404460906982421875
2018-07-26,74.5100000000000051159076974727213382720947265625
2018-07-27,74.840000000000003410605131648480892181396484375
2018-07-30,74.9899999999999948840923025272786617279052734375
2018-07-31,74.159999999999996589394868351519107818603515625
2018-08-01,72.280000000000001136868377216160297393798828125
2018-08-02,72.9500000000000028421709430404007434844970703125
2018-08-03,72.4800000000000039790393202565610408782958984375
2018-08-06,72.5100000000000051159076974727213382720947265625
2018-08-07,72.31000000000000227373675443232059478759765625
2018-08-08,70.7099999999999937472239253111183643341064453125
2018-08-09,70.5499999999999971578290569595992565155029296875
2018-08-10,71
2018-08-13,70.6200000000000045474735088646411895751953125
2018-08-14,70.7699999999999960209606797434389591217041015625
2018-08-15,68.3799999999999954525264911353588104248046875
2018-08-16,69.2099999999999937472239253111183643341064453125
2018-08-17,70.1400000000000005684341886080801486968994140625
2018-08-20,71.1099999999999994315658113919198513031005859375
2018-08-21,71.650000000000005684341886080801486968994140625
2018-08-22,72.9599999999999937472239253111183643341064453125
2018-08-23,73.7300000000000039790393202565610408782958984375
2018-08-24,74.409999999999996589394868351519107818603515625
2018-08-27,74.409999999999996589394868351519107818603515625
2018-08-28,75.909999999999996589394868351519107818603515625
2018-08-29,76.06999999999999317878973670303821563720703125
2018-08-30,77.0499999999999971578290569595992565155029296875
2018-08-31,76.93999999999999772626324556767940521240234375
2018-09-03,77.81000000000000227373675443232059478759765625
2018-09-04,77.5100000000000051159076974727213382720947265625
2018-09-05,76.68000000000000682121026329696178436279296875
2018-09-06,75.6700000000000017053025658242404460906982421875
2018-09-07,75.5499999999999971578290569595992565155029296875
2018-09-10,76.7699999999999960209606797434389591217041015625
2018-09-11,78.219999999999998863131622783839702606201171875
2018-09-12,80.0199999999999960209606797434389591217041015625
2018-09-13,77.659999999999996589394868351519107818603515625
2018-09-14,77.8700000000000045474735088646411895751953125
2018-09-17,78.219999999999998863131622783839702606201171875
2018-09-18,79.25
2018-09-19,79.43000000000000682121026329696178436279296875
2018-09-20,79.030000000000001136868377216160297393798828125
2018-09-21,78.900000000000005684341886080801486968994140625
2018-09-24,80.8900000000000005684341886080801486968994140625
2018-09-25,82.2099999999999937472239253111183643341064453125
2018-09-26,81.8700000000000045474735088646411895751953125
2018-09-27,81.5400000000000062527760746888816356658935546875
2018-09-28,82.719999999999998863131622783839702606201171875
2018-10-01,84.93999999999999772626324556767940521240234375
2018-10-02,85.6299999999999954525264911353588104248046875
2018-10-03,85.4500000000000028421709430404007434844970703125
2018-10-04,86.06999999999999317878973670303821563720703125
2018-10-05,85.1200000000000045474735088646411895751953125
2018-10-08,84.219999999999998863131622783839702606201171875
2018-10-09,85.159999999999996589394868351519107818603515625
2018-10-10,83.81999999999999317878973670303821563720703125
2018-10-11,81.349999999999994315658113919198513031005859375
2018-10-12,80.7099999999999937472239253111183643341064453125
2018-10-15,80.909999999999996589394868351519107818603515625
2018-10-16,80.530000000000001136868377216160297393798828125
2018-10-17,79.909999999999996589394868351519107818603515625
2018-10-18,80.2999999999999971578290569595992565155029296875
2018-10-19,80.3799999999999954525264911353588104248046875
2018-10-22,80.4500000000000028421709430404007434844970703125
2018-10-23,78.6700000000000017053025658242404460906982421875
2018-10-24,77.340000000000003410605131648480892181396484375
2018-10-25,77.2999999999999971578290569595992565155029296875
2018-10-26,77.400000000000005684341886080801486968994140625
2018-10-29,77.56000000000000227373675443232059478759765625
2018-10-30,75.68000000000000682121026329696178436279296875
2018-10-31,74.840000000000003410605131648480892181396484375
2018-11-01,71.25
2018-11-02,71.1099999999999994315658113919198513031005859375
2018-11-05,72.68000000000000682121026329696178436279296875
2018-11-06,70.6400000000000005684341886080801486968994140625
2018-11-07,70.099999999999994315658113919198513031005859375
2018-11-08,69.2900000000000062527760746888816356658935546875
2018-11-09,69.0100000000000051159076974727213382720947265625
2018-11-12,69.81000000000000227373675443232059478759765625
2018-11-13,65.4500000000000028421709430404007434844970703125
2018-11-14,64.8799999999999954525264911353588104248046875
2018-11-15,65.6099999999999994315658113919198513031005859375
2018-11-16,65.2900000000000062527760746888816356658935546875
2018-11-19,64.1400000000000005684341886080801486968994140625
2018-11-20,61.5
2018-11-21,61.64999999999999857891452847979962825775146484375
2018-11-22,61.1099999999999994315658113919198513031005859375
2018-11-23,57.68999999999999772626324556767940521240234375
2018-11-26,59.7000000000000028421709430404007434844970703125
2018-11-27,59.5799999999999982946974341757595539093017578125
2018-11-28,57.969999999999998863131622783839702606201171875
2018-11-29,58.28999999999999914734871708787977695465087890625
2018-11-30,57.71000000000000085265128291212022304534912109375
2018-12-03,60.1700000000000017053025658242404460906982421875
2018-12-04,61.219999999999998863131622783839702606201171875
2018-12-05,61.39999999999999857891452847979962825775146484375
2018-12-06,57.8299999999999982946974341757595539093017578125
2018-12-07,61.71000000000000085265128291212022304534912109375
2018-12-10,60.28999999999999914734871708787977695465087890625
2018-12-11,59.72999999999999687361196265555918216705322265625
2018-12-12,59.93999999999999772626324556767940521240234375
2018-12-13,59.030000000000001136868377216160297393798828125
2018-12-14,58.56000000000000227373675443232059478759765625
2018-12-17,57.590000000000003410605131648480892181396484375
2018-12-18,55.25999999999999801048033987171947956085205078125
2018-12-19,55.60000000000000142108547152020037174224853515625
2018-12-20,52.840000000000003410605131648480892181396484375
2018-12-21,51.92999999999999971578290569595992565155029296875
2018-12-27,51.49000000000000198951966012828052043914794921875
2018-12-28,50.57000000000000028421709430404007434844970703125
