Date,Cash-Buy,Spot-Buy,Forward-10Days-Buy,Forward-30Days-Buy,Forward-60Days-Buy,Forward-90Days-Buy,Forward-120Days-Buy,Forward-150Days-Buy,Forward-180Days-Buy,Cash-Sell,Spot-Sell,Forward-10Days-Sell,Forward-30Days-Sell,Forward-60Days-Sell,Forward-90Days-Sell,Forward-120Days-Sell,Forward-150Days-Sell,Forward-180Days-Sell
2018-06-01,29.49,29.79,29.766,29.717,29.64,29.561999999999998,29.48,29.398000000000003,29.316999999999997,30.031999999999996,29.89,29.87,29.829,29.754,29.68,29.609,29.538,29.467
2018-06-04,29.465,29.765,29.741999999999997,29.695,29.619,29.544,29.46,29.386999999999997,29.305999999999997,30.006999999999998,29.865,29.845,29.805999999999997,29.734,29.656999999999996,29.576999999999998,29.515,29.447
2018-06-05,29.455,29.755,29.730999999999998,29.682,29.61,29.531999999999996,29.45,29.375,29.291999999999998,29.997,29.855,29.834,29.791999999999998,29.721999999999998,29.647,29.569000000000003,29.503,29.438000000000002
2018-06-06,29.375,29.675,29.649,29.598000000000003,29.523000000000003,29.435,29.361,29.28,29.194000000000003,29.916999999999998,29.775,29.753,29.71,29.636,29.553,29.48,29.41,29.336
2018-06-07,29.365,29.665,29.641,29.593000000000004,29.511,29.436999999999998,29.355,29.272,29.191,29.906999999999996,29.765,29.745,29.705,29.624000000000002,29.55,29.475,29.394000000000002,29.338
2018-06-08,29.455,29.755,29.732,29.686999999999998,29.608,29.533,29.448,29.368000000000002,29.281999999999996,29.997,29.855,29.836,29.798000000000002,29.724,29.646,29.569000000000003,29.496,29.433000000000003
2018-06-11,29.46,29.76,29.737,29.69,29.615,29.537,29.453000000000003,29.375,29.291999999999998,30.002,29.86,29.840999999999998,29.803,29.732,29.65,29.575,29.505,29.443
2018-06-12,29.495,29.795,29.769000000000002,29.717,29.645,29.566,29.480999999999998,29.401999999999997,29.316999999999997,30.037,29.895,29.873,29.828000000000003,29.758000000000003,29.679000000000002,29.599,29.525,29.459
2018-06-13,29.53,29.83,29.805,29.755,29.682,29.6,29.523000000000003,29.441999999999997,29.357,30.072,29.93,29.909000000000002,29.866,29.795,29.715,29.644000000000002,29.57,29.498
2018-06-14,29.58,29.88,29.857,29.81,29.735,29.66,29.579,29.495,29.415,30.122,29.98,29.96,29.921,29.848000000000003,29.773000000000003,29.701,29.625,29.557
2018-06-15,29.635,29.935,29.912,29.865,29.793000000000003,29.717,29.633000000000003,29.557,29.467,30.177,30.035,30.017,29.98,29.91,29.836,29.756999999999998,29.686999999999998,29.618000000000002
2018-06-19,29.83,30.13,30.105,30.055999999999997,29.987,29.910999999999998,29.825,29.743000000000002,29.656999999999996,30.372,30.23,30.209,30.168000000000003,30.104,30.025,29.951999999999998,29.875,29.803
2018-06-20,29.79,30.09,30.066,30.019000000000002,29.951999999999998,29.87,29.793000000000003,29.708000000000002,29.62,30.331999999999997,30.19,30.171,30.133000000000003,30.066,29.987,29.916999999999998,29.84,29.768
2018-06-21,29.935,30.235,30.212,30.166999999999998,30.094,30.022,29.938000000000002,29.853,29.772,30.476999999999997,30.335,30.316,30.278000000000002,30.205,30.138,30.057,29.983,29.913
2018-06-22,29.95,30.25,30.228,30.184,30.112,30.041,29.955,29.868000000000002,29.79,30.491999999999997,30.35,30.333000000000002,30.299,30.229,30.16,30.085,30.008000000000003,29.943
2018-06-25,30.035,30.335,30.311,30.264,30.194000000000003,30.12,30.035,29.953000000000003,29.862,30.576999999999998,30.435,30.416999999999998,30.38,30.31,30.238000000000003,30.159000000000002,30.085,30.013
2018-06-26,30.05,30.35,30.326999999999998,30.28,30.213,30.138,30.053,29.971999999999998,29.886999999999997,30.592,30.45,30.43,30.391,30.326,30.250999999999998,30.175,30.1,30.026999999999997
2018-06-27,30.095,30.395,30.373,30.33,30.26,30.191999999999997,30.098000000000003,30.015,29.936999999999998,30.636999999999997,30.495,30.478,30.445,30.373,30.304000000000002,30.232,30.155,30.083000000000002
2018-06-28,30.225,30.525,30.503,30.458000000000002,30.385,30.311999999999998,30.228,30.14,30.059,30.767,30.625,30.607,30.572,30.499000000000002,30.428,30.357,30.275,30.2
2018-06-29,30.11,30.41,30.388,30.343000000000004,30.273000000000003,30.195,30.115,30.037,29.941999999999997,30.651999999999997,30.51,30.493000000000002,30.46,30.389,30.314,30.237,30.16,30.088
